KOD,NAZEV,ANAZEV,DOD,DDO,NEPLATNOST,LATNAZEV
4302V007,Veterinární farmakologie a toxikologie,,,,,
4302V008,Veterinární hygiena,,,,,
4302V011,"Výživa, dietetika hospodářských zvířat a hygiena vegetabilií",,,,,
4302V012,Zoohygiena a prevence chorob,,,,,
4302V013,Zoohygiena a prevence chorob hospodářských zvířat,,,,,
4302V014,"Veterinární chemie, biochemie a biofyzika",,,,,
4302V016,Veterinární toxikologie a toxikologie potravin,,,,,
4302V017,Food Hygiene and Processing Technology,,,,,
4302V018,"Veterinární biochemie, chemie a biofyzika",,,,,
4302V019,Veterinární ekologie,,,,,
5103T000,Kmenový obor: Všeobecné lékařství,,,,,
5103T005,Dětské lékařství,,,,,
5103T014,Hygiena,,,,,
5103T020,Klinická biologie,,,,,
5103T030,Lékařství,,,,,
5103T065,Všeobecné lékařství,,,,,
5103T066,Všeobecné lékařství s preventivním zaměřením,,,,,
5103T069,Vojenské všeobecné lékařství,,,,,
5103T075,Sociální epidemiologie,,,,,
5103V000,Kmenový obor: Všeobecné lékařství,,,,,
5103V001,"Anatomie, histologie a embryologie",,,,,
5103V002,Anesteziologie a resuscitace,,,,,
5103V003,Dermatovenerologie,,,,,
5103V004,Dětská onkologie,,,,,
5103V005,Dětské lékařství,,,,,
5103V006,Epidemiologie,,,,,
5103V007,Experimentální a vývojová morfologie,,,,,
5103V008,Experimentální chirurgie,,,,,
5103V009,Fyziologie a patofyziologie člověka,,,,,
5103V010,Fyziologie a patologická fyziologie,,,,,
5103V011,Gerontologie,,,,,
5103V012,Gynekologie a porodnictví,,,,,
5103V013,Gynekologie dětí a dorostu,,,,,
5103V014,Hygiena,,,,,
5103V015,Hygiena a preventivní lékařství,,,,,
5103V016,"Hygiena, preventivní lékařství a epidemiologie",,,,,
5103V017,Chirurgické obory,,,,,
5103V018,Chirurgické obory dětí a dorostu,,,,,
5103V019,Chirurgie,,,,,
5103V021,Lékařská biofyzika,,,,,
5103V022,Lékařská biofyzika a zobrazovací technika v medicíně,,,,,
5103V023,Lékařská biologie,,,,,
5103V024,Lékařská etika,,,,,
5103V025,Lékařská farmakologie,,,,,
5103V026,Lékařská genetika,,,,,
5103V027,Lékařská chemie a biochemie,,,,,
5103V028,Lékařská imunologie,,,,,
5103V029,Lékařská mikrobiologie,,,,,
5103V031,Nauka o zdravotnictví,,,,,
5103V032,Neurologie,,,,,
5103V033,Neurologie a psychiatrie,,,,,
5103V034,Neurologie dětí a dorostu,,,,,
5103V035,Neurovědy,,,,,
5103V036,Normální a patologická fyziologie,,,,,
5103V037,"Normální anatomie, histologie a embryologie",,,,,
5103V038,Nukleární medicína,,,,,
5103V039,Oční lékařství,,,,,
5103V040,Oftalmologie,,,,,
5103V041,Onkologie,,,,,
5103V042,Otorinolaryngologie,,,,,
5103V043,Otorinolaryngologie a chirurgie hlavy a krku,,,,,
5103V044,Patologická anatomie,,,,,
5103V045,Patologická anatomie a soudní lékařství,,,,,
5103V046,Patologie,,,,,
5103V047,Patologie a soudní lékařství pro dětský věk,,,,,
5103V048,Pediatrie,,,,,
5103V049,Preventivní medicína,,,,,
5103V050,Psychiatrie,,,,,
5103V051,Psychiatrie dětí a dorostu,,,,,
5103V052,Radiologie,,,,,
5103V053,Rentgenologie a radiologie,,,,,
5103V055,Sociální lékařství a veřejné zdravotnictví,,,,,
5103V056,Tělovýchovné lékařství,,,,,
5103V057,Vnitřní lékařství,,,,,
5103V058,Vnitřní lékařství dětí a dorostu,,,,,
5103V059,Vnitřní nemoci,,,,,
5103V060,Vojenská epidemiologie,,,,,
5103V061,Vojenská hygiena,,,,,
5103V062,Vojenská chirurgie,,,,,
5103V063,Vojenská radiobiologie,,,,,
5103V064,Vojenské vnitřní lékařství,,,,,
5103V067,Výživa,,,,,
5103V068,Zobrazovací metody,,,,,
5103V070,Lékařská mikrobiologie a imunologie,,,,,
5103V071,"Anesteziologie, intenzivní medicína a algeziologie",,,,,
5103V072,Soudní lékařství,,,,,
5103V073,Kardiologie,,,,,
5103V074,Urologie/Urology,,,,,
5104T000,Kmenový obor: Stomatologie,,,,,
5104T001,Stomatologie,,,,,
5104T003,Zubní lékařství,,,,,
5104T004,Vojenské zubní lékařství,,,,,
5104V000,Kmenový obor: Stomatologie,,,,,
5104V001,Stomatologie,,,,,
5104V002,Stomatologie dětí a dorostu,,,,,
5206T000,Kmenový obor: Farmacie,,,,,
5206T004,Farmacie,,,,,
5206T010,Klinická farmacie,,,,,
5206T013,Technologická farmacie,,,,,
5206T016,Všeobecná farmacie,,,,,
5206T017,Vojenská farmacie,,,,,
5206V000,Kmenový obor: Farmacie,,,,,
5206V001,Farmaceutická chemie,,,,,
5206V002,Farmaceutická technologie,,,,,
5206V003,Farmaceutická technologie - galenická farmacie,,,,,
5206V005,Farmakognosie,,,,,
5206V006,Farmakologie,,,,,
5206V007,Farmakologie a toxikologie,,,,,
5206V008,Galenická farmacie,,,,,
5206V009,Gerontofarmacie,,,,,
5206V010,Klinická farmacie,,,,,
5206V011,Kontrola chemických léčiv,,,,,
5206V012,Sociální farmacie - lékárenství,,,,,
5206V014,Toxikologie,,,,,
5206V015,Toxikologie přírodních látek,,,,,
5206V018,Farmaceutická analýza,,,,,
5206V019,Bezpečnost a kvalita léčiv,,,,,
5206V020,"Farmakognosie a toxikologie přírodních látek /Pharmacogn.,Toxicol. of Natural C.",,,,,
5206V021,Klinická a sociální farmacie /Clinical and Social Pharmacy/,,,,,
5207R001,Zdravotnická bioanalytika,,,,,
5207T001,Zdravotnická bioanalytika,,,,,
5207T002,Odborný pracovník v laboratorních metodách,,,,,
5207V003,Bioanalytická chemie,,,,,
5341R002,Operační sestra,,,,,
5341R003,Ošetřovatelství,,,,,
5341R005,Péče o handicapované děti a mládež,,,,,
5341R006,Péče o staré lidi,,,,,
5341R007,Porodní asistentka,,,,,
5341R008,Sociálně zdravotní a geriatrická péče,,,,,
5341R009,Všeobecná sestra,,,,,
5341R010,Zdravotně sociální a geriatrická péče,,,,,
5341R011,Zdravotní vědy,,,,,
5341R012,Ošetřovatelství - pedagogika ve zdravotnictví,,,,,
5341R015,Všeobecná sestra s rozšířenou výukou v pediatrickém ošetřovatelství,,,,,
5341R016,Ošetřovatelská péče v interních oborech,,,,,
5341T001,Dlouhodobá ošetřovatelská péče u dospělých,,,,,
5341T003,Ošetřovatelství,,,,,
5341T004,Ošetřovatelství se zaměřením na pedagogiku,,,,,
5341T009,Všeobecná sestra,,,,,
5341T011,Zdravotní vědy,,,,,
5341T013,Ošetřovatelská péče v gerontologii,,,,,
5341T014,Ošetřovatelství ve vybraných klinických oborech,,,,,
5341T016,Ošetřovatelská péče v interních oborech,,,,,
5341T017,Ošetřovatelská péče v geriatrii /Nursing Care in Geriatrics/,,,,,
5341T018,Ošetřovatelská péče v pediatrii,,,,,
5341V000,Kmenový obor: Ošetřovatelství,,,,,
5341V003,Ošetřovatelství,,,,,
5342R001,Arteterapie,,,,,
5342R003,Funkční patologie hybné soustavy,,,,,
5342R004,Fyzioterapie,,,,,
5342R007,Fyzioterapie a ergoterapie,,,,,
5342R009,Léčebná rehabilitace a fyzioterapie,,,,,
5342R010,Rehabilitace a fyzioterapie,,,,,
5342R012,Rehabilitační pracovník,,,,,
5342R013,Tělesná a pracovní výchova zdravotně postižených,,,,,
5342R014,"Rehabilitační - psychosociální péče o postižené děti, dospělé a staré osoby",,,,,
5342R015,Prevence a rehabilitace sociální patologie,,,,,
5342T002,Ergoterapie,,,,,
5342T003,Funkční patologie hybné soustavy,,,,,
5342T004,Fyzioterapie,,,,,
5342T005,Fyzioterapie - rehabilitace,,,,,
5342T006,Fyzioterapie a algoterapie,,,,,
5342T007,Fyzioterapie a ergoterapie,,,,,
5342T008,Klinická kineziologie a kinezioterapie,,,,,
5342T009,Léčebná rehabilitace a fyzioterapie,,,,,
5342T011,Rehabilitace a sociální práce,,,,,
5342T013,Tělesná a pracovní výchova zdravotně postižených,,,,,
5342T014,"Rehabilitační - psychosociální péče o postižené děti, dospělé a staré osoby",,,,,
5342T016,"Rehabilitační péče o postižené děti, dospělé a staré osoby",,,,,
5342T017,Koordinace rehabilitace a dlouhodobé zdravotně sociální péče,,,,,
5342V000,Kmenový obor: Rehabilitace,,,,,
5345R001,Dentální hygienička,,,,,
5345R002,Diplomovaný zubní technik,,,,,
5345R003,Funkční a laboratorní vyšetřování ve zdravotnictví,,,,,
5345R004,Klinický asistent,,,,,
5345R005,Kosmetologická sestra,,,,,
5345R006,Ochrana veřejného zdraví,,,,,
5345R007,Optika -optometrie,,,,,
5345R008,Optometrie,,,,,
5345R010,Radiologický asistent,,,,,
5345R013,Výživa člověka,,,,,
5345R014,Zdravotní výchova,,,,,
5345R015,Zdravotnická technika,,,,,
5345R016,Zdravotnické vyšetřovací metody,,,,,
5345R017,Zobrazovací metody a aplikace ionizujícího záření,,,,,
5345R020,Zdravotní laborant,,,,,
5345R021,Zdravotnický záchranář,,,,,
5345R022,Adiktologie,,,,,
5345R023,Management klinických dat,,,,,
5345R026,Ortotik - protetik,,,,,
5345R027,Nutriční terapeut,,,,,
5345R028,Dentální hygienistka,,,,,
5345R029,Ortoptika,,,,,
5345R030,Optika a optometrie,,,,,
5345R031,Zdravotně-sociální pracovník,,,,,
5345T006,Ochrana veřejného zdraví,,,,,
5345T008,Optometrie,,,,,
5345T010,Radiologický asistent,,,,,
5345T011,Sociální práce se zdravotnickým profilem,,,,,
5345T012,Sociální práce se zdravotním profilem,,,,,
5345T018,Zdravotnická technika a informatika,,,,,
5345T019,Laboratorní vyšetřovací metody v ochraně veřejného zdraví,,,,,
5345T022,Adiktologie,,,,,
5345T024,Intenzivní péče,,,,,
5345T032,Nutriční specialista,,,,,
5345T033,Komunitní péče v porodní asistenci,,,,,
5345T034,"Ošetřovatelská péče v anesteziologii, resuscitaci a intenzivní péči",,,,,
5345T035,Perioperační péče v gynekologii a porodnictví,,,,,
5345T036,Intenzivní péče v porodní asistenci,,,,,
5345V006,Ochrana veřejného zdraví,,,,,
5345V009,"Prevence, náprava, terapie zdravotní a sociální problematiky dětí a mládeže",,,,,
5345V022,Adiktologie /Addictology/,,,,,
5345V025,"Prevence, náprava a terapie zdravotní a soc. problematiky dětí, dosp. a seniorů",,,,,
5346R002,Ošetřovatelský management,,,,,
5346R003,Veřejné zdravotnictví,,,,,
5346R004,Zdravotnický management,,,,,
5346R005,Zdravotnický management - ošetřovatelská péče,,,,,
5346R007,Asistent ochrany a podpory veřejného zdraví,,,,,
5346T001,Management zdravotnictví,,,,,
5346T006,Odborný pracovník v ochraně veřejného zdraví,,,,,
5346T008,Odborný pracovník v ochraně a podpoře veřejného zdraví,,,,,
6101R004,Filozofie,,,,,
6101R008,Humanistika,,,,,
6101R009,Logika,,,,,
6101R014,Religionistika,,,,,
6101R023,Praktická filozofie,,,,,
6101R026,Filozofie humanitních věd,,,,,
6101R029,Filozofie a společenské vědy,,,,,
5103V054,Sociální lékařství,,,,,
6101R033,Filozofie a religionistika,,,,,
6101T001,Dějiny filozofie,,,,,
6101T003,Etika,,,,,
6101T004,Filozofie,,,,,
6101T005,Filozofie (s oborem společenských nebo přírodních věd),,,,,
6101T006,Filozofie přírodních věd,,,,,
6101T009,Logika,,,,,
6101T010,Logika (v kombinaci),,,,,
6101T012,Marxisticko-leninská filozofie,,,,,
6101T013,Marxisticko-leninská filozofie (v kombinaci),,,,,
6101T014,Religionistika,,,,,
6101T016,Teorie náboženství,,,,,
6101T018,Věda o náboženství,,,,,
6101T019,Vědecký atheismus,,,,,
6101T020,Vědecký komunismus,,,,,
6101T021,Vědecký komunismus (v kombinaci),,,,,
6101T022,Filozofie (jednooborová),,,,,
6101T023,Praktická filozofie,,,,,
6101T025,Aplikovaná etika,,,,,
6101T028,Analytická filozofie a filozofie vědy,,,,,
6101T030,Německá a francouzská filozofie v Evropě (Eurofilozofie),,,,,
6101T032,"Německá a francouzská filozofie /Deutsche,franz.Phil./",,,,,
6101V000,Kmenový obor: Filozofie,,,,,
6101V001,Dějiny filozofie,,,,,
6101V002,Dialektický a historický materialismus,,,,,
6101V003,Etika,,,,,
6101V004,Filozofie,,,,,
6101V006,Filozofie přírodních věd,,,,,
6101V007,Filozofie výchovy,,,,,
6101V009,Logika,,,,,
6101V011,Marxisticko-leninská etika,,,,,
6101V014,Religionistika,,,,,
6101V015,Systematická filozofie,,,,,
6101V017,Teorie vědeckého komunismu,,,,,
6101V024,Filozofie a dějiny přírodních věd,,,,,
6101V025,Aplikovaná etika,,,,,
6101V027,Teorie a dějiny vědy a kultury,,,,,
6101V031,Teorie a dějiny vědy,,,,,
6101V032,"Německá a francouzská filozofie /Deutsche,franz.Phil./ Phil.allemande et franç./",,,,,
6101V034,Sémiotika a filozofie komunikace /Sémiotique et philosophie de la communication/,,,,,
6101V035,Filozofie náboženství /Philosophy of Religion/Philosophie der Religion/,,,,,
6107R001,Aplikovaná sociální studia,,,,,
6107R003,Humanitní studia,,,,,
6107R004,Jazyková a sociokulturní studia,,,,,
6107R006,Pastoračně sociální asistent,,,,,
6107R007,Sociální a kulturní antropologie,,,,,
6107R009,Studium humanitní vzdělanosti,,,,,
6107R011,Základy humanitní vzdělanosti,,,,,
6107R013,Environmentální studia,,,,,
6107R014,Genderová studia,,,,,
6107R015,Základy humanitní vzdělanosti - estetika,,,,,
6107R016,Základy humanitní vzdělanosti - politologie,,,,,
6107R017,Základy humanitní vzdělanosti - specializace politologická,,,,,
6107R018,Základy humanitní vzdělanosti - specializace estetická,,,,,
6107R019,Evropská kulturní studia,,,,,
6107R020,Společenské vědy (dvouoborové),,,,,
6107R023,Humanitní studia se zaměřením na vzdělávání,,,,,
6107R024,Latinský jazyk a kultura,,,,,
6107R027,Komunitní studia,,,,,
6107R028,Kulturní antropologie,,,,,
6107R034,Personální a interkulturní management,,,,,
6107R036,Kulturní studia,,,,,
6107R038,Humanities and Social Studies,,,,,
6107T000,Kmenový obor: Humanitní studia,,,,,
6107T002,Humanitní environmentalistika,,,,,
5342R002,Ergoterapie,,,,,
6107T003,Humanitní studia,,,,,
6107T005,Obecná antropologie - integrální studium člověka,,,,,
6107T006,Pastoračně sociální asistent,,,,,
6107T007,Sociální a kulturní antropologie,,,,,
6107T008,Sociální a kulturní ekologie,,,,,
6107T010,Teorie a filozofie komunikace,,,,,
6107T013,Environmentální studia,,,,,
6107T014,Genderová studia,,,,,
6107T019,Evropská kulturní studia,,,,,
6107T020,Společenské vědy (dvouoborové),,,,,
6107T021,Učitelství společenských věd pro střední školy (dvouoborové),,,,,
6107T022,Euroculture,,,,,
6107T026,Studia občanského sektoru,,,,,
6107T028,Kulturní antropologie,,,,,
6107T029,Orální historie - soudobé dějiny,,,,,
6107T030,Kulturální studia,,,,,
6107T031,Historická sociologie,,,,,
6107T033,Studia základů evropské kultury,,,,,
6107T035,Literárně-historická studia,,,,,
6107T039,Severoamerická kulturní studia,,,,,
6107V012,Teorie a dějiny vědy a techniky,,,,,
6107V025,Environmentální studia,,,,,
6107V026,Studia občanského sektoru /Civil Sector Studies/,,,,,
6107V028,Kulturní antropologie,,,,,
6107V031,Historická sociologie,,,,,
6107V032,Integrální studium člověka - Obecná antropologie,,,,,
6107V037,Sociální a spirituální determinanty zdraví,,,,,
6141R007,Evangelická teologie,,,,,
6141R009,Husitská teologie,,,,,
6141R010,Husitská teologie (dvouoborová) - filozofie,,,,,
6141R011,Husitská teologie (dvouoborová) - judaistika,,,,,
6141R012,Husitská teologie (dvouoborová) - psychosociální vědy,,,,,
6141R013,Husitská teologie (dvouoborová) - religionistika,,,,,
6141R014,Husitská teologie (dvouoborová) - teorie náboženství,,,,,
6141R015,Husitská teologie (jednooborová),,,,,
6141R018,Judaistika,,,,,
6141R019,Katecheticko-pastorační činnost,,,,,
6141R020,Katolická teologie,,,,,
6141R021,Křesťanská výchova,,,,,
6141R022,Křesťanská výchova v kombinaci,,,,,
6141R024,Misijní a teologická činnost,,,,,
6141R026,Náboženské nauky,,,,,
6141R028,Pastoračně praktický obor,,,,,
6141R029,Pastoračně-pedagogický obor,,,,,
6141R030,Pastorační a sociální práce,,,,,
6141R031,Pastorační asistence,,,,,
6141R033,Pedagogicko-katechetický obor,,,,,
6141R035,Pravoslavná teologie,,,,,
6141R036,Pravoslavná teologie (jednooborová),,,,,
6141R037,Sociálně právní a teologická činnost - teologická činnost,,,,,
6141R038,Sociální a teologická činnost,,,,,
6141R045,Teologická a pastorační činnost,,,,,
6141R047,Teologie,,,,,
6141R050,Teologie a spiritualita zasvěceného života,,,,,
6141R051,Teologie křesťanských tradic,,,,,
6141R053,Náboženská a etická výchova,,,,,
6141R056,Husitská teologie s filozofií,,,,,
6141R057,Husitská teologie s judaistikou,,,,,
6141R058,Husitská teologie s religionistikou,,,,,
6141R060,Husitská teologie v kombinaci s filozofií,,,,,
6141R061,Husitská teologie v kombinaci s judaistikou,,,,,
6141R062,Husitská teologie v kombinaci s religionistikou,,,,,
6141R063,Starokatolická teologie,,,,,
6141R064,Pravoslavná teologie v kombinaci s psychosociálními studii,,,,,
6141R065,Husitská teologie v kombinaci s psychosociálními studii,,,,,
6141R069,Teologické nauky,,,,,
6141R070,Teologická studia,,,,,
6141R072,Náboženské vědy,,,,,
6141R076,Judaistika. Židovská a izraelská studia,,,,,
6141R077,Social Services Focused on Diaconia and Christian Social Practice,,,,,
6141T000,Kmenový obor: Teologie,,,,,
6141T007,Evangelická teologie,,,,,
6141T009,Husitská teologie,,,,,
6141T010,Husitská teologie (dvouoborová) - filozofie,,,,,
6141T011,Husitská teologie (dvouoborová) - judaistika,,,,,
6141T012,Husitská teologie (dvouoborová) - psychosociální vědy,,,,,
6141T013,Husitská teologie (dvouoborová) - religionistika,,,,,
6141T014,Husitská teologie (dvouoborová) - teorie náboženství,,,,,
6141T016,Husitská teologie dvouoborová,,,,,
6141T017,Husitská teologie jednooborová,,,,,
6141T018,Judaistika,,,,,
6141T020,Katolická teologie,,,,,
6141T021,Křesťanská výchova,,,,,
6141T022,Křesťanská výchova v kombinaci,,,,,
6141T026,Náboženské nauky,,,,,
6141T031,Pastorační asistence,,,,,
6141T035,Pravoslavná teologie,,,,,
6141T047,Teologie,,,,,
6141T048,Teologie (v kombinaci jazyků),,,,,
6141T052,Katolická teologie - dvouoborová,,,,,
6141T055,Husitská teologie - psychosociální studia,,,,,
6141T056,Husitská teologie s filozofií,,,,,
6141T057,Husitská teologie s judaistikou,,,,,
